schema_version,data_version,sample_id,char_id,char_name,sample_index,source_id,writer_id,sample_dir,image_path,image_width,image_height,stacked_mask_path,stacked_mask_shape,vec1_path,vec2_path,vec3_path,vec4_path,vec5_path,keypoint_path,vec1_shape,vec2_shape,vec3_shape,vec4_shape,vec5_shape,keypoint_shape,has_all_masks,split_group_key,errors
1,legacy_gt_qc_v1,0/0,0,,0,,,data/legacy_gt_v1/output_img/0/0,data/legacy_gt_v1/output_img/0/0/0.jpg,500,500,data/legacy_gt_v1/output_img/0/0/0.npy,500x500x6,data/legacy_gt_v1/output_img/0/0/mask_1.npy,data/legacy_gt_v1/output_img/0/0/mask_2.npy,data/legacy_gt_v1/output_img/0/0/mask_3.npy,data/legacy_gt_v1/output_img/0/0/mask_4.npy,data/legacy_gt_v1/output_img/0/0/mask_5.npy,data/legacy_gt_v1/output_img/0/0/mask_key_point.npy,500x500,500x500,500x500,500x500,500x500,500x500,true,0/0,
1,legacy_gt_qc_v1,0/1,0,,1,,,data/legacy_gt_v1/output_img/0/1,data/legacy_gt_v1/output_img/0/1/0.jpg,500,500,data/legacy_gt_v1/output_img/0/1/0.npy,500x500x6,data/legacy_gt_v1/output_img/0/1/mask_1.npy,data/legacy_gt_v1/output_img/0/1/mask_2.npy,data/legacy_gt_v1/output_img/0/1/mask_3.npy,data/legacy_gt_v1/output_img/0/1/mask_4.npy,data/legacy_gt_v1/output_img/0/1/mask_5.npy,data/legacy_gt_v1/output_img/0/1/mask_key_point.npy,500x500,500x500,500x500,500x500,500x500,500x500,true,1,
1,legacy_gt_qc_v1,0/2,0,,2,,,data/legacy_gt_v1/output_img/0/2,data/legacy_gt_v1/output_img/0/2/0.jpg,500,500,data/legacy_gt_v1/output_img/0/2/0.npy,500x500x6,data/legacy_gt_v1/output_img/0/2/mask_1.npy,data/legacy_gt_v1/output_img/0/2/mask_2.npy,data/legacy_gt_v1/output_img/0/2/mask_3.npy,data/legacy_gt_v1/output_img/0/2/mask_4.npy,data/legacy_gt_v1/output_img/0/2/mask_5.npy,data/legacy_gt_v1/output_img/0/2/mask_key_point.npy,500x500,500x500,500x500,500x500,500x500,500x500,true,2,
1,legacy_gt_qc_v1,0/3,0,,3,,,data/legacy_gt_v1/output_img/0/3,data/legacy_gt_v1/output_img/0/3/0.jpg,500,500,data/legacy_gt_v1/output_img/0/3/0.npy,500x500x6,data/legacy_gt_v1/output_img/0/3/mask_1.npy,data/legacy_gt_v1/output_img/0/3/mask_2.npy,data/legacy_gt_v1/output_img/0/3/mask_3.npy,data/legacy_gt_v1/output_img/0/3/mask_4.npy,data/legacy_gt_v1/output_img/0/3/mask_5.npy,data/legacy_gt_v1/output_img/0/3/mask_key_point.npy,500x500,500x500,500x500,500x500,500x500,500x500,true,3,
1,legacy_gt_qc_v1,0/4,0,,4,,,data/legacy_gt_v1/output_img/0/4,data/legacy_gt_v1/output_img/0/4/0.jpg,500,500,data/legacy_gt_v1/output_img/0/4/0.npy,500x500x6,data/legacy_gt_v1/output_img/0/4/mask_1.npy,data/legacy_gt_v1/output_img/0/4/mask_2.npy,data/legacy_gt_v1/output_img/0/4/mask_3.npy,data/legacy_gt_v1/output_img/0/4/mask_4.npy,data/legacy_gt_v1/output_img/0/4/mask_5.npy,data/legacy_gt_v1/output_img/0/4/mask_key_point.npy,500x500,500x500,500x500,500x500,500x500,500x500,true,4,
1,legacy_gt_qc_v1,0/5,0,,5,,,data/legacy_gt_v1/output_img/0/5,data/legacy_gt_v1/output_img/0/5/0.jpg,500,500,data/legacy_gt_v1/output_img/0/5/0.npy,500x500x6,data/legacy_gt_v1/output_img/0/5/mask_1.npy,data/legacy_gt_v1/output_img/0/5/mask_2.npy,data/legacy_gt_v1/output_img/0/5/mask_3.npy,data/legacy_gt_v1/output_img/0/5/mask_4.npy,data/legacy_gt_v1/output_img/0/5/mask_5.npy,data/legacy_gt_v1/output_img/0/5/mask_key_point.npy,500x500,500x500,500x500,500x500,500x500,500x500,true,5,
1,legacy_gt_qc_v1,0/6,0,,6,,,data/legacy_gt_v1/output_img/0/6,data/legacy_gt_v1/output_img/0/6/0.jpg,500,500,data/legacy_gt_v1/output_img/0/6/0.npy,500x500x6,data/legacy_gt_v1/output_img/0/6/mask_1.npy,data/legacy_gt_v1/output_img/0/6/mask_2.npy,data/legacy_gt_v1/output_img/0/6/mask_3.npy,data/legacy_gt_v1/output_img/0/6/mask_4.npy,data/legacy_gt_v1/output_img/0/6/mask_5.npy,data/legacy_gt_v1/output_img/0/6/mask_key_point.npy,500x500,500x500,500x500,500x500,500x500,500x500,true,6,
1,legacy_gt_qc_v1,0/7,0,,7,,,data/legacy_gt_v1/output_img/0/7,data/legacy_gt_v1/output_img/0/7/0.jpg,500,500,data/legacy_gt_v1/output_img/0/7/0.npy,500x500x6,data/legacy_gt_v1/output_img/0/7/mask_1.npy,data/legacy_gt_v1/output_img/0/7/mask_2.npy,data/legacy_gt_v1/output_img/0/7/mask_3.npy,data/legacy_gt_v1/output_img/0/7/mask_4.npy,data/legacy_gt_v1/output_img/0/7/mask_5.npy,data/legacy_gt_v1/output_img/0/7/mask_key_point.npy,500x500,500x500,500x500,500x500,500x500,500x500,true,7,
1,legacy_gt_qc_v1,0/8,0,,8,,,data/legacy_gt_v1/output_img/0/8,data/legacy_gt_v1/output_img/0/8/0.jpg,500,500,data/legacy_gt_v1/output_img/0/8/0.npy,500x500x6,data/legacy_gt_v1/output_img/0/8/mask_1.npy,data/legacy_gt_v1/output_img/0/8/mask_2.npy,data/legacy_gt_v1/output_img/0/8/mask_3.npy,data/legacy_gt_v1/output_img/0/8/mask_4.npy,data/legacy_gt_v1/output_img/0/8/mask_5.npy,data/legacy_gt_v1/output_img/0/8/mask_key_point.npy,500x500,500x500,500x500,500x500,500x500,500x500,true,8,
1,legacy_gt_qc_v1,0/9,0,,9,,,data/legacy_gt_v1/output_img/0/9,data/legacy_gt_v1/output_img/0/9/0.jpg,500,500,data/legacy_gt_v1/output_img/0/9/0.npy,500x500x6,data/legacy_gt_v1/output_img/0/9/mask_1.npy,data/legacy_gt_v1/output_img/0/9/mask_2.npy,data/legacy_gt_v1/output_img/0/9/mask_3.npy,data/legacy_gt_v1/output_img/0/9/mask_4.npy,data/legacy_gt_v1/output_img/0/9/mask_5.npy,data/legacy_gt_v1/output_img/0/9/mask_key_point.npy,500x500,500x500,500x500,500x500,500x500,500x500,true,9,
1,legacy_gt_qc_v1,0/10,0,,10,,,data/legacy_gt_v1/output_img/0/10,data/legacy_gt_v1/output_img/0/10/0.jpg,500,500,data/legacy_gt_v1/output_img/0/10/0.npy,500x500x6,data/legacy_gt_v1/output_img/0/10/mask_1.npy,data/legacy_gt_v1/output_img/0/10/mask_2.npy,data/legacy_gt_v1/output_img/0/10/mask_3.npy,data/legacy_gt_v1/output_img/0/10/mask_4.npy,data/legacy_gt_v1/output_img/0/10/mask_5.npy,data/legacy_gt_v1/output_img/0/10/mask_key_point.npy,500x500,500x500,500x500,500x500,500x500,500x500,true,10,
1,legacy_gt_qc_v1,0/11,0,,11,,,data/legacy_gt_v1/output_img/0/11,data/legacy_gt_v1/output_img/0/11/0.jpg,500,500,data/legacy_gt_v1/output_img/0/11/0.npy,500x500x6,data/legacy_gt_v1/output_img/0/11/mask_1.npy,data/legacy_gt_v1/output_img/0/11/mask_2.npy,data/legacy_gt_v1/output_img/0/11/mask_3.npy,data/legacy_gt_v1/output_img/0/11/mask_4.npy,data/legacy_gt_v1/output_img/0/11/mask_5.npy,data/legacy_gt_v1/output_img/0/11/mask_key_point.npy,500x500,500x500,500x500,500x500,500x500,500x500,true,11,
1,legacy_gt_qc_v1,0/12,0,,12,,,data/legacy_gt_v1/output_img/0/12,data/legacy_gt_v1/output_img/0/12/0.jpg,500,500,data/legacy_gt_v1/output_img/0/12/0.npy,500x500x6,data/legacy_gt_v1/output_img/0/12/mask_1.npy,data/legacy_gt_v1/output_img/0/12/mask_2.npy,data/legacy_gt_v1/output_img/0/12/mask_3.npy,data/legacy_gt_v1/output_img/0/12/mask_4.npy,data/legacy_gt_v1/output_img/0/12/mask_5.npy,data/legacy_gt_v1/output_img/0/12/mask_key_point.npy,500x500,500x500,500x500,500x500,500x500,500x500,true,12,
1,legacy_gt_qc_v1,0/13,0,,13,,,data/legacy_gt_v1/output_img/0/13,data/legacy_gt_v1/output_img/0/13/0.jpg,500,500,data/legacy_gt_v1/output_img/0/13/0.npy,500x500x6,data/legacy_gt_v1/output_img/0/13/mask_1.npy,data/legacy_gt_v1/output_img/0/13/mask_2.npy,data/legacy_gt_v1/output_img/0/13/mask_3.npy,data/legacy_gt_v1/output_img/0/13/mask_4.npy,data/legacy_gt_v1/output_img/0/13/mask_5.npy,data/legacy_gt_v1/output_img/0/13/mask_key_point.npy,500x500,500x500,500x500,500x500,500x500,500x500,true,13,
1,legacy_gt_qc_v1,0/15,0,,15,,,data/legacy_gt_v1/output_img/0/15,data/legacy_gt_v1/output_img/0/15/0.jpg,500,500,data/legacy_gt_v1/output_img/0/15/0.npy,500x500x6,data/legacy_gt_v1/output_img/0/15/mask_1.npy,data/legacy_gt_v1/output_img/0/15/mask_2.npy,data/legacy_gt_v1/output_img/0/15/mask_3.npy,data/legacy_gt_v1/output_img/0/15/mask_4.npy,data/legacy_gt_v1/output_img/0/15/mask_5.npy,data/legacy_gt_v1/output_img/0/15/mask_key_point.npy,500x500,500x500,500x500,500x500,500x500,500x500,true,15,
1,legacy_gt_qc_v1,0/16,0,,16,,,data/legacy_gt_v1/output_img/0/16,data/legacy_gt_v1/output_img/0/16/0.jpg,500,500,data/legacy_gt_v1/output_img/0/16/0.npy,500x500x6,data/legacy_gt_v1/output_img/0/16/mask_1.npy,data/legacy_gt_v1/output_img/0/16/mask_2.npy,data/legacy_gt_v1/output_img/0/16/mask_3.npy,data/legacy_gt_v1/output_img/0/16/mask_4.npy,data/legacy_gt_v1/output_img/0/16/mask_5.npy,data/legacy_gt_v1/output_img/0/16/mask_key_point.npy,500x500,500x500,500x500,500x500,500x500,500x500,true,16,
